id,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
109,28,-5.4008017,-4.930874,-6.530701,-6.2057357,-4.64818,-4.53967,-8.115173,-6.2794194,-4.6086664,-3.9533148,-6.6941204,-7.529613,-6.5811806,-6.8234277,-5.991158,-5.843729,-4.1530366,-7.7750335,-5.7491546,-7.5976243,-5.3224206,-6.755514,-6.2405267,-7.8652153,-2.4133508,-4.8623285,-3.6469808,-8.873195,-0.4800181,-5.47644,-2.460859,-5.326743,-6.311691,-5.2268214,-3.6632767,-6.089874,-6.7850204,-4.85228,-4.6736007,-5.232289
110,28,-5.665957,-5.7797813,-5.915595,-5.846457,-4.789438,-4.700157,-7.019662,-5.4962463,-2.8018203,-5.032525,-6.020778,-6.753245,-6.3559103,-7.71188,-6.28244,-5.3695188,-4.2001824,-7.9475827,-5.7165074,-6.0995207,-4.8877516,-6.3295555,-5.5333414,-5.792508,-2.715117,-5.687678,-2.7495615,-8.0260515,-0.5737124,-5.573431,-2.3497097,-6.2027345,-6.485778,-5.1446695,-4.2643337,-5.7785363,-7.266646,-6.334026,-4.046453,-5.160308
111,28,-5.9927087,-6.164853,-5.587543,-5.7853584,-4.447999,-4.936796,-8.018864,-6.2170815,-3.0975177,-4.0501904,-5.526412,-6.242969,-6.5526776,-7.954299,-5.8397403,-6.041643,-3.8084846,-7.964197,-6.890093,-5.8074694,-4.747429,-6.375802,-5.3832726,-6.691758,-2.5921612,-7.3920975,-3.9656506,-6.8195496,-0.37335488,-6.0420694,-3.8640728,-7.280242,-6.8424554,-5.429892,-4.1430855,-5.7995825,-5.9424233,-5.728136,-5.3548656,-5.0993485
112,28,-7.281345,-6.750596,-6.002829,-6.5453753,-7.3829584,-7.7998176,-9.182619,-7.176472,-3.714039,-5.122594,-5.7811356,-7.5260196,-8.400917,-9.597845,-7.6651306,-7.872872,-5.23095,-10.682951,-8.000983,-7.440268,-6.759236,-8.276954,-6.886051,-8.891013,-3.191944,-7.477735,-4.1996207,-9.1284895,-0.6059758,-7.87729,-1.1407859,-7.0181684,-8.708422,-6.703809,-5.653021,-7.9960647,-10.301996,-7.0983634,-4.0001535,-7.12939
113,28,-5.7043705,-5.462094,-5.5165014,-5.610775,-5.1556153,-5.165158,-7.098179,-5.807614,-3.8272645,-4.642877,-4.1622562,-5.5159607,-6.3908033,-7.431199,-5.9356127,-6.257615,-3.2830434,-7.2447643,-6.4156246,-5.871849,-4.979253,-6.084508,-5.9854803,-7.376829,-2.388558,-7.1463876,-5.381864,-5.8378606,-0.35651976,-6.171892,-3.8796108,-5.83804,-6.6421967,-6.718586,-4.4808064,-6.1866183,-5.5787277,-5.5513244,-5.312703,-6.0664845
114,28,-5.5306816,-4.765778,-6.1480174,-5.392662,-5.2814984,-5.070087,-6.671756,-5.465474,-3.4345922,-5.0875335,-5.3773828,-6.2186494,-6.248441,-6.9707203,-6.37939,-5.641427,-3.4643364,-7.4231706,-5.723017,-6.2672505,-5.2591023,-6.142801,-5.7191253,-7.122977,-2.6477876,-5.8989983,-3.0480976,-7.167274,-0.46645498,-5.7343764,-2.741646,-5.4233747,-6.581041,-6.0596437,-5.118522,-5.7946873,-6.8013625,-5.54819,-3.874961,-5.907142
115,30,-4.5553026,-4.815178,-5.6512437,-6.1011834,-5.3872666,-4.470886,-6.7847476,-5.0267515,-4.9176087,-4.6119423,-5.7721386,-6.3927426,-5.983524,-6.0078754,-5.3317018,-5.801953,-4.298242,-6.6000876,-5.248802,-6.1677322,-5.8308854,-6.1346602,-5.828239,-6.9339795,-1.9638652,-3.8009925,-3.8506227,-6.489687,-1.3593975,-5.468386,-1.0602201,-3.7505546,-5.1321397,-5.371218,-4.028989,-5.9636784,-6.75396,-4.082606,-4.097513,-5.5709424
116,28,-6.9489403,-5.8814745,-7.1295633,-6.4059124,-6.4241843,-5.670122,-8.985953,-6.8950787,-4.098179,-5.153642,-6.1549816,-7.3398542,-7.691367,-8.8694515,-7.4976068,-6.876026,-4.5563583,-9.079487,-6.90588,-8.183983,-6.2880926,-7.658135,-6.898534,-9.228394,-2.9217675,-7.51915,-4.479782,-9.4049225,-0.2017691,-6.8233147,-3.1188533,-6.535714,-7.9865274,-6.795474,-5.4414835,-7.109461,-7.849917,-6.1556125,-5.297674,-6.9422007
117,28,-6.864428,-6.356441,-6.848768,-7.787676,-5.686186,-6.230993,-10.057041,-7.3773036,-3.196566,-4.843204,-6.8742275,-7.782816,-7.9409757,-8.557295,-7.221631,-6.6910386,-4.4606433,-9.743512,-6.9366336,-7.7533484,-6.350731,-8.06692,-6.316862,-9.14803,-2.8895004,-6.5558267,-4.583447,-10.034246,-0.22626139,-6.8632817,-3.4722533,-7.8293195,-7.8782673,-5.7509723,-4.251467,-7.0995984,-8.026034,-6.9879494,-6.786624,-6.389013
118,28,-5.6787376,-3.7896566,-6.2662525,-5.428424,-4.265152,-5.605694,-6.2769012,-5.7201157,-3.4427183,-5.145379,-4.933897,-5.858241,-6.376857,-7.114455,-6.3393497,-6.0749874,-1.9984558,-6.7766848,-6.3266478,-6.6145353,-5.219183,-6.1834383,-5.157815,-7.3506775,-1.9106061,-5.0116887,-2.9143913,-7.229288,-1.1439416,-6.261652,-1.839515,-4.507537,-6.7349615,-5.3206673,-4.3089137,-6.019477,-5.7802362,-5.5045958,-5.3894043,-5.8082314
119,8,-5.8774266,-4.758209,-5.253361,-5.993341,-4.3470197,-4.3248396,-6.5421224,-5.964877,-1.4101027,-4.342794,-5.821352,-6.009858,-5.9267116,-6.836482,-6.1551766,-4.622797,-2.767013,-7.5642967,-5.579188,-5.4552326,-4.2807136,-5.7853055,-5.1141076,-5.6784763,-3.4655209,-5.617175,-2.4746752,-6.447362,-1.5440861,-5.0607824,-1.9802638,-6.074718,-6.5552855,-4.236124,-3.2885716,-4.952653,-6.8232417,-5.803183,-4.0694065,-4.388034
120,28,-6.290372,-5.144417,-7.379793,-6.449839,-6.9953513,-6.2031026,-7.8545437,-6.20778,-4.425758,-5.665259,-6.138501,-7.304435,-7.3783216,-7.543106,-7.442039,-6.723382,-4.2350187,-8.547488,-6.332789,-7.507814,-6.115158,-7.29723,-6.9994254,-8.356407,-2.4016218,-6.7661366,-3.821745,-8.740684,-0.37848008,-6.5778847,-2.2365766,-5.0280137,-7.59731,-7.3558273,-5.530428,-7.028076,-8.415457,-5.7321553,-3.9734464,-7.0936346
121,30,-5.6079946,-5.047575,-3.9627519,-5.0731354,-4.737302,-5.188763,-6.597164,-5.887982,-2.9488134,-2.7753987,-4.1701794,-5.471416,-5.6196866,-6.410494,-5.1528664,-5.156172,-3.0951147,-6.9565973,-5.702966,-6.3643246,-4.592018,-5.663679,-4.013411,-6.159147,-1.9420832,-5.9320426,-3.3560276,-6.463587,-1.5810963,-5.840346,-1.5127476,-6.1357074,-5.9382467,-3.4111104,-3.4906602,-5.343837,-5.8505387,-5.4764085,-4.7398276,-4.6489706
122,28,-7.0943365,-7.0308614,-6.4592466,-7.1935606,-5.667217,-6.2036457,-10.08622,-7.6093426,-3.442925,-4.7046986,-5.6594734,-6.9132805,-7.775621,-8.784462,-6.9006696,-7.419325,-4.5039535,-9.293835,-8.198188,-7.355043,-5.3814807,-7.647387,-6.1072927,-9.19733,-2.2978683,-8.991586,-5.7771945,-8.464737,-0.24944867,-7.1654873,-4.843107,-7.3082,-8.307339,-6.5880947,-3.8536708,-7.0270777,-6.183692,-6.2594857,-7.0912485,-6.314102
123,28,-5.8725553,-5.682259,-5.095558,-5.5225544,-4.596565,-4.6275506,-7.711017,-6.2577047,-3.433319,-4.036556,-4.0005465,-5.279891,-6.171467,-6.998367,-5.761699,-6.1484213,-3.4220252,-7.589821,-6.5969925,-6.2720003,-5.6999054,-6.2018585,-4.82833,-7.1544304,-1.232596,-6.442837,-4.479221,-6.5380993,-1.0951492,-6.136347,-2.0189514,-5.4076443,-6.5653286,-5.313575,-3.7908278,-5.863291,-5.1652117,-5.234279,-5.770646,-5.6565137
124,30,-5.9695764,-4.1767178,-5.906134,-5.6770287,-6.136323,-7.8150907,-6.939734,-6.0852675,-4.547188,-5.615897,-4.577134,-6.6835146,-6.9184203,-6.011043,-6.8906856,-6.71939,-2.708288,-7.907564,-5.935154,-6.6440225,-6.422301,-6.7738824,-6.5123143,-7.5603604,-1.9116766,-4.5774555,-4.127092,-6.989559,-2.0647705,-7.1356816,-0.643933,-4.9962907,-7.2981052,-6.6062436,-5.066834,-7.12822,-8.885425,-6.3511066,-4.12315,-6.9508367
125,28,-6.674459,-7.0369163,-7.451075,-7.1082535,-6.2348056,-5.1682353,-9.316059,-6.8017964,-4.2563343,-5.609399,-7.089981,-7.846889,-7.7900596,-9.199599,-7.279914,-7.1944847,-5.710119,-9.404855,-7.618998,-7.5017595,-6.0058174,-7.7069373,-7.118601,-8.204043,-3.1654377,-7.8233175,-4.628961,-8.7947235,-0.16038029,-6.470249,-3.7089841,-6.093218,-7.824581,-7.5486956,-4.637233,-7.011862,-7.4914093,-5.4445453,-4.865965,-6.5605273
126,30,-7.2260523,-4.804205,-5.264172,-3.9087543,-5.8892117,-5.989272,-5.8449287,-6.8412433,-3.9601793,-4.899938,-4.087165,-6.39933,-6.74477,-8.227195,-6.94897,-6.856822,-2.5259242,-7.7859125,-8.872336,-7.417775,-5.5736356,-6.2399073,-4.9241424,-5.5851207,-2.2158194,-7.915936,-1.7750248,-6.9651012,-2.7105565,-6.877176,-1.0177315,-4.669752,-7.951643,-5.3492556,-5.1380463,-6.3458986,-7.259908,-4.3890424,-2.757897,-5.864328
127,28,-7.116983,-6.0321717,-6.114587,-5.371031,-7.3030124,-7.1340523,-7.53392,-6.696832,-4.9027104,-5.2017283,-3.8879776,-6.9362464,-7.53803,-8.149198,-7.346959,-7.6617527,-3.5812807,-8.560913,-8.762038,-7.529267,-5.3851886,-7.0704226,-5.875836,-7.386403,-1.0888072,-9.106754,-3.628337,-7.702678,-1.0608822,-7.506382,-1.869558,-4.967214,-8.346456,-7.2072625,-4.9921217,-7.281023,-7.818826,-4.517884,-3.8960347,-6.825785
128,28,-6.1950145,-5.7728233,-6.0185285,-6.06819,-4.987585,-4.9458394,-8.348187,-6.489862,-3.5098188,-4.171641,-5.5545154,-6.4759035,-6.7624555,-8.0671625,-6.1692343,-6.235929,-3.7221372,-8.061798,-7.155607,-6.8527913,-5.304363,-6.747108,-5.2711973,-7.471523,-2.0081913,-6.788153,-4.094857,-7.8111386,-0.507932,-6.1772327,-2.5472138,-6.28729,-7.018769,-5.4665437,-3.8253453,-6.0887628,-5.977827,-5.525828,-5.5678263,-5.513067
129,28,-6.3827043,-6.1878,-5.7269917,-6.2831645,-5.7503214,-4.44412,-7.9881506,-6.4649854,-4.4030137,-4.369624,-6.2313156,-7.1500363,-7.021383,-8.414314,-6.4164324,-6.111502,-4.617016,-8.336205,-6.461411,-7.5579143,-5.158725,-6.9988966,-6.154886,-7.6932244,-3.280426,-6.9263167,-3.5470536,-9.041802,-0.31553608,-6.251887,-2.472196,-6.3428984,-7.1266637,-5.0734057,-5.014407,-6.5307865,-7.305458,-6.260073,-4.326456,-5.4543095
130,28,-6.160734,-6.1504617,-5.0303674,-5.684445,-5.373313,-5.070016,-7.8895345,-5.9813547,-2.5969882,-4.099846,-4.672114,-5.651056,-6.4718556,-7.915002,-6.0252395,-5.9738255,-4.1807723,-8.165541,-6.3918033,-5.8169,-5.1287193,-6.4789453,-5.0654726,-7.271644,-2.235003,-7.1159763,-3.3938193,-7.491691,-0.54732263,-6.2291803,-2.8522806,-6.986491,-6.9742613,-4.519572,-4.1022654,-6.070766,-6.4096036,-6.219176,-5.0944514,-5.2957487
131,28,-5.999706,-4.8636703,-6.3329,-6.192779,-6.219933,-6.1457453,-6.9416504,-6.011997,-4.404807,-4.938915,-5.6299314,-6.883766,-6.757898,-7.0926404,-6.747931,-6.153826,-3.4115431,-7.5799103,-6.0691047,-7.330094,-5.1068187,-6.6687303,-5.736109,-7.466064,-2.0899448,-6.359753,-3.2156348,-8.468985,-0.46335843,-6.5211706,-2.5815852,-5.4101954,-7.1154485,-5.785919,-5.310799,-6.543154,-7.6166453,-6.24686,-4.5908856,-6.1243043
132,30,-6.5644836,-5.519849,-4.958937,-4.620517,-6.126716,-5.916361,-6.2516446,-6.4954376,-5.2265353,-4.326187,-4.241919,-6.779569,-6.613416,-8.509275,-6.4969554,-6.5902543,-3.1815948,-7.908,-8.011192,-8.084994,-5.905527,-6.443881,-4.6124835,-6.3768334,-1.785725,-6.926418,-2.178586,-8.215691,-1.9460808,-6.940858,-0.95026815,-5.868566,-7.075278,-5.0009723,-5.3785005,-6.5131035,-7.5950074,-5.2947097,-3.345202,-5.96973
133,28,-5.6357827,-5.2333903,-5.191488,-5.2161736,-5.37343,-4.938167,-7.0480742,-5.668299,-3.9630637,-4.433407,-4.9622054,-6.065902,-6.265956,-7.617875,-6.126547,-5.9094453,-3.7237954,-7.8331795,-5.938383,-6.5289054,-5.6510816,-6.3006134,-5.3803177,-7.2276244,-2.1041293,-5.859152,-3.0358703,-8.052656,-0.737968,-5.8895144,-1.7895918,-5.548406,-6.5923524,-5.4979177,-4.7505193,-6.0023427,-6.7976565,-5.5374746,-3.5851607,-5.853292
134,28,-5.687649,-4.5267024,-5.5094347,-4.7584324,-4.6919823,-5.3178287,-6.0934515,-5.55562,-2.9470506,-4.902758,-4.5683684,-5.2515416,-5.993785,-7.5650215,-6.502089,-5.706567,-2.2933311,-7.15681,-5.718746,-5.8465924,-5.9456277,-5.994944,-4.9133744,-6.9453487,-1.5879406,-5.2455306,-2.3697681,-7.0726237,-1.2377001,-6.2525487,-2.1225696,-6.236724,-6.7448506,-5.1989746,-5.328588,-5.8347163,-6.5642934,-6.7710347,-4.4644604,-6.149293
135,28,-6.034796,-5.711854,-6.404696,-6.3056602,-5.324178,-5.60935,-8.346034,-6.2437654,-3.97449,-4.9764886,-5.649816,-6.6458306,-7.0319448,-8.378851,-6.5635877,-6.543159,-3.4485993,-8.103859,-6.9848075,-6.8853087,-5.77604,-6.9862742,-5.508989,-8.185437,-1.910665,-6.415126,-4.3220744,-7.9809875,-0.42784065,-6.5340104,-2.7798383,-6.3078127,-7.125921,-6.302961,-4.6685834,-6.427614,-6.862433,-5.9546947,-5.6007137,-6.3218093
136,28,-6.639995,-7.510554,-5.07229,-6.180563,-6.4860387,-5.8953466,-9.013446,-6.5732102,-5.368062,-4.9410224,-4.484616,-6.843919,-7.5778985,-8.673291,-6.4303527,-7.4907155,-6.205828,-9.504074,-7.049837,-7.610308,-6.124781,-7.5013595,-6.5414715,-9.149569,-2.661775,-8.386111,-4.870871,-9.154442,-0.24162051,-7.2285547,-2.7892566,-6.16961,-7.5346837,-6.042671,-5.3535204,-7.499619,-7.4206786,-5.6274757,-4.827148,-6.5749555
137,28,-7.066696,-6.9879727,-6.2730775,-7.7123585,-5.3702526,-4.861676,-11.617267,-8.382586,-3.9675076,-3.7673147,-5.441142,-7.805537,-7.923975,-7.246761,-6.6553774,-7.0553627,-4.236435,-9.447087,-7.6226444,-8.101145,-5.614563,-7.9903836,-6.973959,-9.54933,-1.3449862,-8.296268,-6.402124,-9.232445,-0.6582853,-6.7949495,-3.9242537,-7.167595,-7.945236,-5.9585557,-2.337139,-7.221358,-7.108773,-4.972114,-7.700858,-5.9776206
138,28,-6.1393523,-6.393108,-6.1214557,-6.6612105,-5.1256995,-4.5820985,-8.960119,-6.621718,-2.8616102,-4.632381,-5.908991,-6.844381,-6.987975,-7.746209,-6.4475837,-6.0334816,-4.5506134,-8.711128,-6.6695857,-6.718548,-5.773395,-7.0708647,-5.8616824,-7.540216,-2.355845,-6.9508495,-4.16713,-8.879444,-0.333115,-5.906804,-4.279092,-6.9508414,-6.8563747,-5.5206566,-4.141969,-6.2365522,-6.5877113,-5.9876366,-5.801143,-5.791744
139,28,-6.7539234,-6.8122272,-7.1490583,-6.8368936,-5.8571906,-5.5734153,-8.687362,-6.587619,-3.3362572,-5.749065,-7.2141876,-7.8597794,-7.6848664,-9.029786,-7.4675355,-6.5092254,-5.54257,-9.708881,-6.692905,-7.2932024,-6.0129,-7.7263737,-6.732996,-7.6049767,-3.5664167,-6.792323,-3.186473,-10.02135,-0.2336083,-6.5415144,-3.0188806,-7.2269764,-7.893116,-6.0532103,-5.289495,-6.975347,-8.495998,-7.468858,-4.637704,-6.173312
140,28,-5.820956,-5.2915096,-6.5209303,-6.2462683,-5.438489,-5.5442247,-7.8926344,-6.0890102,-3.1035283,-5.103752,-6.0037756,-6.6104565,-6.8080406,-7.7729187,-6.790801,-6.113138,-2.8594804,-7.91996,-6.515072,-6.438506,-5.676649,-6.8154316,-5.491832,-7.617593,-1.6555703,-5.8834753,-3.2449112,-8.029446,-0.6294582,-6.348939,-2.8843079,-6.5225315,-6.973089,-6.0611696,-4.7878904,-6.2320967,-7.7456694,-6.380494,-5.206911,-6.2413034
141,28,-6.8490267,-5.664681,-6.9216423,-6.7335873,-5.4468365,-5.7405586,-8.982219,-7.1850677,-3.4000492,-5.0334935,-6.280553,-7.275259,-7.474436,-8.7934065,-7.439789,-6.621611,-3.4795165,-9.179975,-7.2564597,-8.01687,-6.2554374,-7.589476,-5.81009,-8.480406,-1.8404139,-6.727265,-3.2461495,-10.108277,-0.519534,-6.843257,-2.4775248,-6.82376,-7.97286,-5.9643464,-4.4007087,-6.7411942,-7.462949,-6.876933,-5.8568654,-6.460878
142,24,-6.3685193,-6.265731,-5.718771,-6.602001,-4.656693,-5.3944683,-8.1929035,-6.948508,-5.1258783,-4.6120324,-5.29821,-6.8949428,-7.1484823,-7.602359,-6.1627297,-7.1395125,-2.657336,-7.489095,-8.152761,-6.6390185,-5.039578,-6.797729,-5.222535,-6.366839,-0.7147328,-7.7088213,-4.838792,-7.0321813,-1.4148855,-6.8940587,-2.720732,-4.803256,-7.258694,-6.4144855,-3.700637,-6.511122,-5.6164427,-4.644074,-6.18564,-5.8147864
143,28,-5.5412097,-5.56566,-4.5451612,-5.629278,-4.682454,-4.5441594,-7.259511,-5.78231,-4.0148344,-3.571581,-4.812254,-6.448883,-6.0674963,-7.06285,-5.2413025,-5.1534605,-3.1015072,-6.79064,-5.70944,-6.626633,-4.928872,-6.030913,-4.3360367,-5.9035296,-1.511559,-5.859993,-4.4835014,-6.9507794,-1.3130565,-5.700939,-1.4784186,-5.882644,-5.6513486,-4.2478085,-3.6306758,-5.5653095,-6.429649,-4.7938423,-5.221863,-5.143752
144,30,-6.3181577,-5.4448595,-4.45572,-5.2048006,-5.1508536,-4.756077,-7.164727,-6.587486,-3.95236,-3.3790686,-4.5613947,-6.220869,-6.124674,-7.3146195,-5.7678723,-5.421666,-3.0003364,-7.520649,-6.7597046,-7.4550524,-5.3832207,-6.225286,-4.0466347,-6.3584795,-1.8792038,-6.145236,-2.856031,-8.182679,-2.3260217,-6.156353,-0.87814504,-6.5141106,-6.445534,-3.3194206,-4.092102,-5.713408,-6.409376,-5.7636776,-4.8957524,-4.99497
145,28,-5.735197,-5.8653307,-4.6615176,-4.8451643,-5.03934,-5.440756,-6.3174915,-5.4108706,-4.527791,-4.366222,-4.0509863,-5.7730722,-6.016492,-7.7233295,-5.7560616,-5.9817524,-3.6603417,-7.641595,-6.4913177,-6.2684317,-5.4988117,-5.9342422,-4.3116913,-6.1262064,-1.6802723,-6.0703154,-2.7357736,-7.693186,-1.0326636,-5.9408016,-1.7407403,-5.4665937,-6.550275,-5.2716208,-4.3500843,-5.8300877,-4.8982816,-5.420191,-3.712518,-5.510496
146,24,-6.213952,-5.392749,-5.114719,-6.2111692,-5.0607977,-5.3559246,-8.913139,-6.6919127,-4.3026867,-3.789824,-4.5435877,-6.9128213,-6.7877316,-6.712982,-6.008929,-5.7940655,-2.7888618,-7.649135,-5.610042,-7.435728,-5.9717064,-6.859303,-5.4799423,-7.433771,-1.0797892,-5.7143297,-5.050411,-8.070968,-1.9091256,-6.492591,-1.227052,-6.5727715,-6.526412,-4.661026,-3.6922517,-6.446488,-7.662959,-4.9839864,-6.2907286,-6.093361
147,30,-6.5350637,-4.9494076,-5.883335,-6.100893,-5.5472345,-6.0005093,-8.088671,-7.083247,-4.731903,-3.985563,-5.337763,-6.935789,-6.8380384,-7.0939636,-6.5496283,-6.3339167,-3.182566,-7.8405533,-6.66656,-8.336501,-6.499178,-7.0388165,-5.2545433,-7.931387,-1.5293887,-5.5439053,-3.980273,-8.546185,-2.5339196,-6.872983,-0.6272986,-5.9198112,-7.0579166,-4.9706717,-4.24002,-6.572749,-7.1443186,-5.7395105,-5.7530737,-6.241973
148,28,-5.115198,-4.7085786,-5.7063093,-5.534031,-4.7758503,-4.9211664,-6.7397013,-5.39184,-2.9219117,-4.62894,-5.223857,-5.853525,-5.9247885,-6.797827,-5.9527845,-5.392805,-2.3068829,-6.7909956,-5.794132,-5.62286,-5.0913143,-5.8986425,-4.8915114,-6.499323,-1.480258,-5.081683,-3.166276,-6.604125,-1.0588706,-5.668111,-2.580655,-5.8400936,-6.0106707,-5.3947897,-4.27872,-5.4930363,-6.78988,-5.660116,-4.759949,-5.56911
149,28,-5.173993,-4.1867805,-5.364142,-5.289112,-5.451436,-5.569954,-5.5485263,-5.138106,-4.103542,-4.54732,-4.679459,-5.933153,-5.738622,-5.998272,-5.846857,-5.3800735,-2.6554494,-6.322651,-5.3042035,-6.169734,-4.4958625,-5.603846,-4.9925838,-6.1032124,-1.7815503,-5.3284802,-2.8578105,-6.802761,-0.92001426,-5.8107176,-2.24367,-4.7319503,-6.086845,-5.080907,-4.8182316,-5.7205753,-6.636767,-5.592075,-3.973978,-5.399247
150,16,-5.317787,-4.4608717,-5.3997326,-5.8558855,-5.487412,-4.7791724,-7.031768,-5.6504917,-3.7696078,-4.3883324,-3.8276887,-5.691709,-5.929202,-6.116392,-5.658431,-4.7970133,-0.95481306,-5.5383644,-5.3900204,-6.0660744,-5.082766,-5.83073,-4.9246607,-7.0153933,-1.4773817,-4.870677,-6.452914,-5.074044,-2.8731072,-5.748045,-2.1162663,-6.2854695,-5.5559497,-5.164999,-3.845639,-5.645359,-7.2973332,-5.749814,-6.1176505,-5.93081
151,28,-4.9576516,-4.901081,-4.9855113,-5.274575,-4.6041784,-4.921977,-7.0572186,-5.0744085,-3.683094,-4.442854,-3.7797854,-5.0777154,-5.898532,-6.9384437,-5.3914323,-5.608342,-2.4050019,-6.4616637,-5.3565607,-5.278175,-5.1002803,-5.7891564,-5.032679,-7.4760346,-1.4516246,-5.7141414,-5.124471,-5.586489,-0.92295116,-5.8311844,-2.7488344,-5.725995,-5.885368,-5.6211586,-4.3679433,-5.6673636,-6.0919027,-5.2968707,-5.119311,-5.85712
152,28,-5.3515043,-5.603322,-4.1097155,-5.5272403,-4.7186127,-4.581835,-7.760038,-5.9988747,-4.0790277,-3.0354624,-3.6155818,-5.471029,-6.005003,-6.6197257,-4.9107494,-5.767938,-2.8531802,-6.717816,-6.118633,-6.1107755,-4.488646,-5.9391785,-4.804531,-7.7256417,-1.3422792,-6.494069,-5.410525,-5.958112,-1.0847497,-5.967006,-2.7610495,-5.9872212,-6.0091395,-4.505411,-3.240713,-5.8640046,-5.6072063,-4.9526157,-5.550493,-5.0000954
153,24,-5.585424,-5.827462,-4.6668644,-5.7564926,-4.595973,-4.9705925,-8.151457,-6.28928,-3.977049,-3.4296002,-4.338692,-5.749832,-6.300188,-7.117185,-5.4332104,-6.3356667,-3.0707784,-7.4513645,-6.920597,-6.0128984,-4.6602564,-6.297661,-4.7850604,-7.928234,-0.9795246,-7.0226526,-4.0184946,-7.0752573,-1.1959364,-6.234869,-3.227806,-6.3654857,-6.642548,-4.809402,-3.1871474,-5.9553967,-5.670332,-5.10894,-5.380292,-5.0216804
154,28,-6.10913,-6.5263424,-4.800214,-5.5795903,-4.8028126,-3.7980325,-8.140614,-6.445098,-2.5627854,-3.2383199,-4.9798155,-5.7654114,-6.3257494,-8.256467,-5.5424237,-6.042451,-4.217299,-8.027382,-7.5584292,-5.9173574,-4.092733,-6.2491016,-5.25686,-6.8248243,-2.5888686,-7.4630547,-3.2707918,-6.943527,-0.63767344,-5.859926,-3.3486366,-7.0961676,-6.8490777,-4.195252,-3.1789317,-5.7768116,-5.830388,-5.7857323,-4.809976,-4.076216
155,28,-6.071049,-7.247909,-4.7175527,-6.274587,-4.7300034,-5.626001,-9.071896,-6.4882684,-3.5591419,-3.6100864,-4.961771,-6.0780888,-6.8786855,-7.822651,-5.499946,-6.7511506,-4.6113534,-8.350062,-7.1741614,-5.6679354,-4.907472,-6.8338284,-4.8649683,-7.499123,-1.5391726,-7.869176,-4.616495,-7.397963,-0.5578676,-6.5923905,-4.0479345,-7.3228736,-7.0072036,-4.8104362,-3.6543202,-6.3332863,-5.612282,-5.5936985,-6.1516175,-5.1320896
156,28,-6.2129283,-6.424896,-5.572283,-7.019448,-5.2101016,-5.602152,-9.454972,-6.5915136,-3.1393542,-4.4195766,-5.0722895,-6.233379,-7.1511135,-8.464611,-6.224254,-6.4213243,-3.6203911,-8.4327135,-6.906472,-6.6911635,-5.964931,-7.2637887,-4.8154783,-8.720454,-1.463649,-6.489852,-5.378942,-8.064309,-0.6039359,-6.7032776,-3.0675392,-7.331704,-7.069234,-5.4285607,-3.615451,-6.514374,-6.492219,-6.7987103,-7.17987,-6.119307
157,28,-6.1306033,-5.960308,-5.7242312,-5.5152392,-5.3078423,-4.844953,-7.232118,-6.3502665,-3.3949158,-3.8757627,-5.635612,-6.862752,-6.484177,-7.6733637,-6.1691446,-5.681738,-3.2254758,-7.9581723,-7.2904005,-6.409597,-4.60204,-6.322133,-5.100615,-5.6872773,-1.8596599,-6.888511,-2.8198662,-7.7357287,-0.82409734,-5.6254516,-2.291166,-6.2264247,-6.9337463,-5.2057414,-3.4168406,-5.763437,-6.361296,-5.498367,-3.7174754,-4.8454957
158,28,-5.38057,-5.531657,-5.4031105,-6.2450213,-4.4225082,-5.0939326,-7.776076,-5.8823333,-3.5626893,-4.0124474,-5.3885155,-6.245769,-6.2062955,-6.7373867,-5.5710645,-5.628115,-3.934812,-7.5208373,-5.666023,-6.048735,-4.9366536,-6.236308,-5.0681005,-7.2613244,-2.017006,-6.3164515,-4.3349905,-7.190087,-0.47860777,-5.597048,-3.7534919,-6.285144,-6.2557163,-5.2619863,-3.4417028,-5.641866,-5.6406193,-5.2579975,-5.51391,-5.255038
159,28,-5.6781297,-5.4570923,-5.3083053,-5.410448,-4.513124,-5.25601,-6.8469615,-5.7885966,-3.5930414,-4.3641186,-4.8618884,-6.217639,-6.1738105,-7.2632613,-5.8015823,-5.9250894,-3.298643,-7.27979,-6.716805,-6.069502,-4.741401,-5.9998527,-4.6236157,-5.8126655,-1.3433121,-6.889653,-3.1646,-6.8765182,-0.9873971,-5.9672766,-2.384243,-5.437965,-6.4949675,-5.399488,-3.697875,-5.643546,-5.76647,-4.734221,-4.5199294,-5.3079004
160,24,-5.3001394,-3.9760332,-5.6710334,-5.2944727,-4.4630885,-5.69747,-6.3301682,-5.6193714,-3.8940234,-4.2362967,-5.09191,-5.768659,-5.8821154,-6.1564674,-5.9234414,-5.62027,-2.6127837,-6.7995853,-5.3390083,-6.202739,-5.806488,-5.977133,-4.780165,-6.968272,-1.3678933,-4.6203694,-3.255897,-6.837242,-1.5341572,-5.8915963,-1.4928087,-5.067885,-6.2740993,-5.1643205,-4.335031,-5.675298,-5.913658,-5.5382085,-4.732275,-5.8355246
